year,id_,childs,educ,degree,partyid,polviews,gunlaw,owngun,ballot
2024,251,3,1 year of college,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,252,2,4 years of college,High school,Strong democrat,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,253,8 or more,No formal schooling,Less than high school,"Independent (neither, no response)",Extremely conservative,FAVOR,NO,Ballot a
2024,254,2,6th grade,Less than high school,Strong republican,Liberal,FAVOR,NO,Ballot c
2024,255,0,4 years of college,Bachelor's,Not very strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot a
2024,256,0,6th grade,Less than high school,Not very strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot a
2024,257,0,1 year of college,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,258,2,2 years of college,High school,Not very strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,259,4,12th grade,High school,"Independent (neither, no response)",Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,260,4,12th grade,High school,Not very strong democrat,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,261,0,2 years of college,High school,"Independent, close to democrat","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,262,4,4 years of college,High school,Not very strong democrat,Slightly conservative,OPPOSE,NO,Ballot a
2024,263,1,4 years of college,Bachelor's,Strong republican,Conservative,FAVOR,YES,Ballot c
2024,264,0,10th grade,Less than high school,"Independent (neither, no response)",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,265,0,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,NO,Ballot a
2024,266,3,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,267,4,4 years of college,Associate/junior college,Strong democrat,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,268,1,2 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,269,1,5 years of college,Associate/junior college,"Independent (neither, no response)",Slightly liberal,FAVOR,YES,Ballot c
2024,270,0,2 years of college,Associate/junior college,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,271,0,.d:  Do not Know/Cannot Choose,Less than high school,"Independent, close to republican",Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,272,0,10th grade,Less than high school,"Independent, close to democrat","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,273,0,5 years of college,Bachelor's,Not very strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,274,1,6 years of college,Bachelor's,Strong democrat,Liberal,FAVOR,NO,Ballot a
2024,275,3,12th grade,High school,Strong democrat,Liberal,FAVOR,NO,Ballot c
2024,276,3,10th grade,Less than high school,"Independent (neither, no response)",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,277,2,2nd grade,Less than high school,Not very strong democrat,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,278,4,10th grade,Less than high school,"Independent (neither, no response)",Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,279,3,6th grade,Less than high school,"Independent (neither, no response)",Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,280,7,6 years of college,Graduate,"Independent, close to democrat",Slightly liberal,FAVOR,YES,Ballot c
2024,281,2,3 years of college,Associate/junior college,"Independent, close to democrat","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,282,2,2 years of college,High school,"Independent, close to democrat",Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,283,0,6 years of college,Bachelor's,"Independent, close to democrat","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,284,2,4 years of college,High school,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,285,2,4 years of college,Bachelor's,Other party,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,286,2,6 years of college,High school,"Independent (neither, no response)",.s:  Skipped on Web,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,287,1,4 years of college,Graduate,"Independent, close to democrat",Slightly liberal,FAVOR,NO,Ballot c
2024,288,0,1 year of college,High school,Strong democrat,Liberal,FAVOR,NO,Ballot c
2024,289,0,6 years of college,Bachelor's,Strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,290,6,8 or more years of college,Graduate,Strong republican,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,291,0,6 years of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,292,0,6 years of college,Graduate,Other party,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,293,1,4 years of college,Bachelor's,Strong democrat,Slightly liberal,FAVOR,YES,Ballot a
2024,294,0,2 years of college,High school,"Independent (neither, no response)",Slightly liberal,FAVOR,NO,Ballot a
2024,295,0,3 years of college,Bachelor's,"Independent, close to democrat",Extremely liberal,FAVOR,NO,Ballot c
2024,296,3,4 years of college,Bachelor's,Not very strong democrat,Liberal,FAVOR,NO,Ballot c
2024,297,0,4 years of college,Bachelor's,"Independent, close to democrat",Liberal,FAVOR,NO,Ballot c
2024,298,0,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,299,2,12th grade,High school,Strong republican,Conservative,OPPOSE,YES,Ballot a
2024,300,0,5 years of college,Bachelor's,Strong democrat,Extremely liberal,FAVOR,NO,Ballot a
2024,301,3,3 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,302,0,4 years of college,Associate/junior college,Strong democrat,Liberal,FAVOR,NO,Ballot c
2024,303,0,5 years of college,Graduate,Not very strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,304,2,4 years of college,Graduate,Strong democrat,Liberal,FAVOR,NO,Ballot a
2024,305,1,4 years of college,Graduate,Not very strong republican,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,306,0,2 years of college,Associate/junior college,"Independent, close to democrat",Slightly conservative,FAVOR,YES,Ballot c
2024,307,.n:  No answer,4th grade,Less than high school,"Independent (neither, no response)",.s:  Skipped on Web,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,308,0,3 years of college,High school,Not very strong democrat,Liberal,FAVOR,NO,Ballot c
2024,309,0,4 years of college,Associate/junior college,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,YES,Ballot c
2024,310,0,1 year of college,High school,"Independent, close to democrat",Extremely liberal,FAVOR,NO,Ballot c
2024,311,0,4 years of college,Bachelor's,"Independent, close to democrat",Slightly conservative,FAVOR,NO,Ballot c
2024,312,0,4 years of college,Bachelor's,Not very strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,313,3,12th grade,High school,"Independent, close to democrat",Slightly conservative,FAVOR,NO,Ballot c
2024,314,3,4 years of college,Bachelor's,Not very strong republican,Slightly conservative,FAVOR,NO,Ballot a
2024,315,0,3 years of college,High school,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,316,1,12th grade,High school,"Independent, close to democrat","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,317,0,12th grade,Less than high school,Not very strong democrat,"Moderate, middle of the road",OPPOSE,NO,Ballot c
2024,318,1,1 year of college,High school,Strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,319,0,3 years of college,High school,"Independent, close to democrat",Liberal,FAVOR,NO,Ballot a
2024,320,0,4 years of college,Bachelor's,Not very strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,321,2,12th grade,High school,Not very strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,322,0,2 years of college,Associate/junior college,Other party,Extremely liberal,FAVOR,NO,Ballot c
2024,323,1,12th grade,High school,"Independent (neither, no response)",Slightly liberal,FAVOR,NO,Ballot a
2024,324,1,12th grade,High school,Not very strong republican,Liberal,FAVOR,NO,Ballot a
2024,325,0,4 years of college,Bachelor's,Not very strong democrat,"Moderate, middle of the road",OPPOSE,NO,Ballot c
2024,326,0,4 years of college,Bachelor's,"Independent, close to democrat",Slightly liberal,FAVOR,NO,Ballot a
2024,327,0,6 years of college,Graduate,Strong democrat,Slightly liberal,FAVOR,NO,Ballot c
2024,328,1,6 years of college,Graduate,Strong democrat,Liberal,FAVOR,NO,Ballot c
2024,329,5,12th grade,High school,Not very strong democrat,"Moderate, middle of the road",OPPOSE,.s:  Skipped on Web,Ballot c
2024,330,3,12th grade,Less than high school,Not very strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,331,2,12th grade,High school,Strong republican,Extremely liberal,FAVOR,NO,Ballot c
2024,332,0,12th grade,Less than high school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,NO,Ballot a
2024,333,2,12th grade,High school,"Independent, close to republican","Moderate, middle of the road",OPPOSE,YES,Ballot c
2024,334,1,6 years of college,Bachelor's,Other party,Slightly conservative,FAVOR,NO,Ballot a
2024,335,2,12th grade,High school,Strong democrat,Liberal,FAVOR,NO,Ballot a
2024,336,0,6 years of college,Graduate,"Independent, close to democrat",Liberal,FAVOR,NO,Ballot c
2024,337,4,3 years of college,High school,Not very strong democrat,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,338,1,2 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,339,8 or more,4 years of college,Bachelor's,"Independent, close to democrat","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,340,2,12th grade,High school,Not very strong democrat,Conservative,FAVOR,NO,Ballot a
2024,341,0,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,342,1,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,343,0,4 years of college,Bachelor's,Strong democrat,"Moderate, middle of the road",FAVOR,YES,Ballot c
2024,344,3,7 years of college,Graduate,Other party,Conservative,OPPOSE,NO,Ballot a
2024,345,2,No formal schooling,Less than high school,"Independent (neither, no response)",Extremely conservative,FAVOR,NO,Ballot a
2024,346,0,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,YES,Ballot c
2024,347,1,8 or more years of college,Graduate,Strong republican,Extremely conservative,FAVOR,YES,Ballot c
2024,348,2,3 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,349,2,12th grade,High school,Strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,350,2,8 or more years of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,351,2,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,YES,Ballot a
2024,352,3,4 years of college,Graduate,"Independent, close to democrat",Slightly liberal,OPPOSE,YES,Ballot a
2024,353,3,9th grade,High school,"Independent, close to democrat","Moderate, middle of the road",FAVOR,YES,Ballot a
2024,354,1,3 years of college,Associate/junior college,Not very strong republican,"Moderate, middle of the road",OPPOSE,YES,Ballot a
2024,355,1,8 or more years of college,Bachelor's,"Independent, close to republican","Moderate, middle of the road",FAVOR,YES,Ballot c
2024,356,2,6 years of college,Graduate,Not very strong republican,Slightly conservative,OPPOSE,YES,Ballot a
2024,357,3,6 years of college,Graduate,Strong democrat,Liberal,FAVOR,NO,Ballot c
2024,358,0,11th grade,Less than high school,"Independent, close to republican","Moderate, middle of the road",FAVOR,YES,Ballot c
2024,359,3,4 years of college,Bachelor's,"Independent, close to republican",Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,360,2,4 years of college,Bachelor's,Strong republican,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,361,0,2 years of college,High school,"Independent, close to republican","Moderate, middle of the road",OPPOSE,REFUSED,Ballot a
2024,362,0,1 year of college,High school,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,363,3,12th grade,High school,Strong democrat,Slightly liberal,FAVOR,NO,Ballot a
2024,364,2,12th grade,High school,Strong republican,"Moderate, middle of the road",FAVOR,NO,Ballot a
2024,365,2,4 years of college,Bachelor's,Strong democrat,"Moderate, middle of the road",FAVOR,YES,Ballot a
2024,366,1,5 years of college,High school,Strong democrat,Slightly liberal,FAVOR,YES,Ballot a
2024,367,2,3 years of college,High school,Not very strong republican,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,368,4,12th grade,High school,Not very strong republican,Extremely conservative,FAVOR,NO,Ballot c
2024,369,4,4 years of college,Bachelor's,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,370,0,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,371,0,4 years of college,Bachelor's,"Independent (neither, no response)",Extremely liberal,OPPOSE,NO,Ballot a
2024,372,3,1 year of college,High school,"Independent (neither, no response)",Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,373,0,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,374,0,4 years of college,Bachelor's,Strong democrat,Liberal,FAVOR,NO,Ballot c
2024,375,0,2 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,376,2,2 years of college,High school,"Independent, close to republican","Moderate, middle of the road",FAVOR,YES,Ballot c
2024,377,3,2 years of college,High school,Strong democrat,Extremely liberal,FAVOR,NO,Ballot c
2024,378,0,4 years of college,Bachelor's,"Independent, close to democrat",Extremely liberal,FAVOR,NO,Ballot a
2024,379,2,12th grade,Less than high school,"Independent, close to republican",Conservative,OPPOSE,NO,Ballot c
2024,380,0,2 years of college,High school,Strong democrat,"Moderate, middle of the road",FAVOR,YES,Ballot c
2024,381,6,12th grade,High school,Strong democrat,Extremely liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,382,0,1 year of college,High school,"Independent (neither, no response)",Slightly conservative,OPPOSE,NO,Ballot a
2024,383,0,2 years of college,High school,Not very strong republican,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,384,0,1 year of college,High school,"Independent, close to republican","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,385,0,4 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,386,3,1 year of college,High school,Strong democrat,"Moderate, middle of the road",FAVOR,YES,Ballot c
